"Id","anotator_name","Otazka","Hodnoceni","Reseni_gen_AI","Pristup.I","Pristup.II","Pristup.III"
13,"A4","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"PBIS","SEL",NA
13,"A4","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"PBIS","SEL",NA
13,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"PBIS","",""
13,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,0,"PBIS","",""
13,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,0,"PBIS","",""
13,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"PBIS","",""
13,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"","",NA
13,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,0,"","",NA
13,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,0,"","",NA
13,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",NA
13,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",NA
13,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",0,1,"","",NA
13,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,1,"","",NA
13,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",0,1,"","",NA
13,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,1,"","",""
13,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,1,"","",""
13,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-2,1,"","",""
13,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",0,1,"","",""
13,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,1,"","",""
13,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,1,"","",""
13,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,1,"","",""
13,"A3","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",NA,1,"","",""
13,"A4","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",NA
13,"A4","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",0,1,"","",NA
13,"A4","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,1,"","",NA
13,"A4","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-2,1,"","",NA
13,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",""
13,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,1,"","",""
13,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,1,"","",""
13,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",0,1,"","",""
13,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",NA
13,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,1,"","",NA
13,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,1,"","",NA
13,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,1,"","",NA
16,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,0,"","",NA
16,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-1,0,"","",NA
16,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"","",NA
16,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,0,"","",NA
16,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",0,0,"","",""
16,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-1,0,"","",""
16,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,0,"","",""
16,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,0,"","",""
16,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,0,"","",""
16,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,0,"","",""
16,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,0,"","",""
16,"A3","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",NA,0,"","",""
16,"A4","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,0,"","",NA
16,"A4","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,0,"","",NA
16,"A4","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,0,"","",NA
16,"A4","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",NA,0,"","",NA
16,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,0,"","",""
16,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-1,0,"","",""
16,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"","",""
16,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,0,"","",""
16,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,0,"","",NA
16,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-1,0,"","",NA
16,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,0,"","",NA
16,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",0,0,"","",NA
16,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",-1,1,"","",NA
16,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-1,1,"","",NA
16,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,1,"","",NA
16,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"","",NA
16,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",-1,1,"","",""
16,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-2,1,"","",""
16,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,1,"","",""
16,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",2,1,"","",""
16,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,1,"","",""
16,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,1,"","",""
16,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,1,"","",""
16,"A3","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",NA,1,"","",""
16,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",-1,1,"","",""
16,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-2,1,"","",""
16,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,1,"","",""
16,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",2,1,"","",""
16,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",-1,1,"","",NA
16,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-2,1,"","",NA
16,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,1,"","",NA
16,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"","",NA
19,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"","",NA
19,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"","",NA
19,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"","",NA
19,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",NA
19,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"","",""
19,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"","",""
19,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"","",""
19,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",""
19,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,0,"","",""
19,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,0,"","",""
19,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,0,"","",""
19,"A3","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",NA,0,"","",""
19,"A4","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"","",NA
19,"A4","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"","",NA
19,"A4","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,0,"","",NA
19,"A4","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-2,0,"","",NA
19,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,0,"","",""
19,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"","",""
19,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,0,"","",""
19,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",""
19,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"","",NA
19,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"","",NA
19,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"","",NA
19,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",NA
19,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",NA
19,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-2,1,"","",NA
19,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,1,"","",NA
19,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"","",NA
19,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",""
19,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-1,1,"","",""
19,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",2,1,"","",""
19,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"","",""
19,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,1,"","",""
19,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,1,"","",""
19,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,1,"","",""
19,"A3","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",NA,1,"","",""
19,"A4","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,1,"","",NA
19,"A4","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,1,"","",NA
19,"A4","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,1,"","",NA
19,"A4","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",NA,1,"","",NA
19,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",""
19,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",-1,1,"","",""
19,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,1,"","",""
19,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"","",""
19,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",NA
19,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",0,1,"","",NA
19,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,1,"","",NA
19,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",0,1,"","",NA
25,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"","",NA
25,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,0,"","",NA
25,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,0,"","",NA
25,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",NA
25,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,0,"","",""
25,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"","",""
25,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",0,0,"","",""
25,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",0,0,"","",""
25,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"PBIS","",""
25,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"PBIS","",""
25,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,0,"PBIS","",""
25,"A3","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,0,"PBIS","",""
25,"A4","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"PBIS","",NA
25,"A4","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,0,"PBIS","",NA
25,"A4","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"PBIS","",NA
25,"A4","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"PBIS","",NA
25,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,0,"","",""
25,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,0,"","",""
25,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,0,"","",""
25,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",""
25,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"PBIS","",NA
25,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,0,"PBIS","",NA
25,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,0,"PBIS","",NA
25,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"PBIS","",NA
25,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,1,"","",NA
25,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,1,"","",NA
25,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,1,"","",NA
25,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,1,"","",NA
25,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",0,1,"","",""
25,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,1,"","",""
25,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,1,"","",""
25,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"","",""
25,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,1,"PBIS","",""
25,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,1,"PBIS","",""
25,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,1,"PBIS","",""
25,"A3","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"PBIS","",""
25,"A4","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"PBIS","",NA
25,"A4","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,1,"PBIS","",NA
25,"A4","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-2,1,"PBIS","",NA
25,"A4","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",2,1,"PBIS","",NA
25,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",0,1,"","",""
25,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,1,"","",""
25,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,1,"","",""
25,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"","",""
25,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,1,"PBIS","",NA
25,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,1,"PBIS","",NA
25,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,1,"PBIS","",NA
25,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,1,"PBIS","",NA
30,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"","",NA
30,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"","",NA
30,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"","",NA
30,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",NA
30,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"PBIS","",""
30,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"PBIS","",""
30,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",0,0,"PBIS","",""
30,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"PBIS","",""
30,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,0,"","",""
30,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,0,"","",""
30,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,0,"","",""
30,"A3","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",NA,0,"","",""
30,"A4","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"SEL","",NA
30,"A4","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",2,0,"SEL","",NA
30,"A4","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"SEL","",NA
30,"A4","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"SEL","",NA
30,"A5","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",-2,0,"PBIS","",""
30,"A5","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"PBIS","",""
30,"A5","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",0,0,"PBIS","",""
30,"A5","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"PBIS","",""
30,"A6","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,0,"","",NA
30,"A6","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,0,"","",NA
30,"A6","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",1,0,"","",NA
30,"A6","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,0,"","",NA
30,"A1","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",2,1,"","",NA
30,"A1","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,1,"","",NA
30,"A1","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,1,"","",NA
30,"A1","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",-1,1,"","",NA
30,"A2","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",1,1,"","",""
30,"A2","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",1,1,"","",""
30,"A2","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",-1,1,"","",""
30,"A2","Jak.moc.je.popisovane.reseni.humanisticky.nebo.behavioralne.orientovane.",1,1,"","",""
30,"A3","Jak.moc.je.vhodna.toto.reseni.pro.danou.situaci.",NA,1,"","",""
30,"A3","Jak.moc.je.popisovane.reseni.reaktivni.nebo.proaktivni.",NA,1,"","",""
30,"A3","Jak.moc.je.popisovane.reseni.systemove.nebo.situacni.",NA,1,"","",""
